URL Page,users,uniquePageviews,pageviews,Brand,Posted On (DD/MM/YYYY),Month,Product
/2020/6/botTlease0.613811728422489,230.4,233.2,249.8,#B_-`aDe`}CVt'!A,04:51.0,6,botTlease0.613811728422489
/2020/6/boyr-20200.774572142625454,198.6,200.6,212.8,"Ca1Bl]5C}N]-#wP""",16:50.0,6,boyr-20200.774572142625454
/2020/6/brab-info0.00118376944502119,941.4,968.8,1051.4,"BrDD!7Yg@jc""uls8",00:15.0,6,brab-info0.00118376944502119
/2020/6/brauttles0.461257885440318,582.8,591.6,639.8,"BrDD!7Yg@jc""uls8",45:42.0,6,brauttles0.461257885440318
/2020/6/braBatter0.0782377325420137,6.4,6.4,8,"BrDD!7Yg@jc""uls8",40:26.0,6,braBatter0.0782377325420137
/2020/6/braF-call0.0336780105787425,390.6,396.4,416.2,#B_-`aDe`}CVt'!A,56:51.0,6,braF-call0.0336780105787425
/2020/6/braK-info0.186043190726922,704.2,723.6,784.4,"Relp\+KJ?D,cWw0P",35:22.0,6,braK-info0.186043190726922
/2020/6/braa-info0.610531641371449,586.8,603.8,659.4,"Relp\+KJ?D,cWw0P",44:56.0,6,braa-info0.610531641371449
/2020/6/brekuhiro0.20442837317374,1114.6,1134.6,1170,Man1Pw:6gNt'R98f,45:20.0,6,brekuhiro0.20442837317374
/2020/6/briBction0.940929032234378,5426.2,5560,6090,"Au~batJ,;f.6lL:q",30:03.0,6,briBction0.940929032234378
/2020/6/briwstant0.954165243414542,671,688.2,731.4,BrN0@Jy{m$S{F'VO,01:27.0,6,briwstant0.954165243414542
/2020/6/broe-info0.423669030499205,323,331.2,361.4,"DC,y+&FqKyUlYKqY",41:17.0,6,broe-info0.423669030499205
/2020/6/broftumor0.792362129355858,101.8,105.2,115.4,Br0Aza@`0k<LPOVi,13:07.0,6,broftumor0.792362129355858
/2020/6/broMshirt0.489123557650977,332.6,336.2,371.4,Th~wq}<NB.'aa1%m,56:41.0,6,broMshirt0.489123557650977
/2020/6/brukronin0.617941033418845,245,249.2,260.6,"MouDd/fn,XEARhBp",54:59.0,6,brukronin0.617941033418845
/2020/6/bruzfloyd0.973176782237975,197.6,201.6,213.2,#B_-`aDe`}CVt'!A,48:39.0,6,bruzfloyd0.973176782237975
/2020/6/bru[lease0.631618491289255,310.2,313,332,MAy$5[&M\xyZ16S~,23:20.0,6,bru[lease0.631618491289255
/2020/6/bubYation0.817555121110279,593.2,601.2,625.4,Na.1kEeu0w%}plud,53:46.0,6,bubYation0.817555121110279
/2020/6/buddtream0.516519278730902,475.6,485,510.4,"buLDzFG4^^,y@TwB",31:13.0,6,buddtream0.516519278730902
/2020/6/budIicial0.624378705358357,194.2,199.6,211.4,"buLDzFG4^^,y@TwB",23:17.0,6,budIicial0.624378705358357
/2020/6/bujEtream0.710411419810705,378.2,388.8,414,Bu/xppx{maM;'Fgq,45:24.0,6,bujEtream0.710411419810705
/2020/6/bujrtream0.847433695332208,226,237,265.4,Al_w1b7Rgo1[d5(t,01:19.0,6,bujrtream0.847433695332208
/2020/6/burSpaign0.765435071422565,718.2,727,784.8,BuFAFPk%uWPH=%>[,11:11.0,6,burSpaign0.765435071422565
/2020/6/burYement0.00601009645644279,216.6,219.2,235.2,BuFAFPk%uWPH=%>[,25:18.0,6,burYement0.00601009645644279
/2020/6/burNalbum0.887221241252661,590.8,601.4,659.2,BudYoQTL+1SE72Yv,12:06.0,6,burNalbum0.887221241252661
/2020/6/busprview0.00346091331478693,423.8,414.2,435.2,"Ince!T,;eW/4o\eg",30:13.0,6,busprview0.00346091331478693
/2020/6/byrvnisex0.174847284119656,496.6,502.6,522.6,By>oJ|%`-}H7`F1g,58:02.0,6,byrvnisex0.174847284119656
/2020/6/c2hjrophy0.527888292821963,284,285.8,304.2,"Ac8IJsKH,4xtY.Tk",00:23.0,6,c2hjrophy0.527888292821963
/2020/6/caccction0.711336405595199,1583.4,1641.2,1818.6,HuzF\eTnw|^vu+q/,16:55.0,6,caccction0.711336405595199
/2020/6/calH-rise0.687386028237428,137.8,138.8,144.4,LosFp#MZ#%!Oyi^2,05:28.0,6,calH-rise0.687386028237428
/2020/6/cal`creen0.990775096592613,1164.8,1179.2,1226,Ca<WQ$*V1bo%{vw|,42:06.0,6,cal`creen0.990775096592613
/2020/6/calBailer0.786336704118578,3798.8,3931.4,4130.8,Ca<WQ$*V1bo%{vw|,15:50.0,6,calBailer0.786336704118578
/2020/6/calCayers0.0119503831806133,3375.2,3533.6,3760.8,Ca<WQ$*V1bo%{vw|,13:44.0,6,calCayers0.0119503831806133
/2020/6/canuy-hat0.889636966818319,311.8,317.8,347.4,"CanI!>\Hx741&,4O",32:15.0,6,canuy-hat0.889636966818319
/2020/6/canvwatch0.729482403755749,711.6,735.2,783,Tr${eq-L$R[d6j\_,01:57.0,6,canvwatch0.729482403755749
/2020/6/carVlease0.677880093674045,1668.8,1685,1795.8,Ca9NuXHDqc7-!7Te,53:57.0,6,carVlease0.677880093674045
/2020/6/carhanger0.887827251311198,2536.6,2571,2821,FonU]s_e#15bXv*5,23:22.0,6,carhanger0.887827251311198
/2020/6/carbuling0.230922993474061,2717.4,2762.4,2856.6,Ne=:l%8x/P<_.o/U,37:15.0,6,carbuling0.230922993474061
/2020/6/carhlease0.216440608196852,1708.4,1738.8,1946.6,Ax)H[~#0_HbQ%YHa,54:14.0,6,carhlease0.216440608196852
/2020/6/casWction0.537423528591394,2289.2,2338.6,2571.2,Nes[8ukT8KBR8yVs,25:53.0,6,casWction0.537423528591394
/2020/6/casWkbook0.689025343958205,416.6,423.4,455.4,Lo:}7^:YFSc4xYIs,53:11.0,6,casWkbook0.689025343958205
/2020/6/casqlease0.766313875509803,6895.6,7424.2,9706.6,"Ac8IJsKH,4xtY.Tk",02:18.0,6,casqlease0.766313875509803
/2020/6/casl-goku0.720056683396197,3870,4057,4577.8,WaQqK)2JxI(=dac=,07:31.0,6,casl-goku0.720056683396197
/2020/6/cavDlease0.0183126822586739,281.2,284,304.6,"Ac8IJsKH,4xtY.Tk",38:23.0,6,cavDlease0.0183126822586739
/2020/6/cavp-info0.246998406302104,359.8,362.8,384.2,BexNT8[h6Swwf|(,01:17.0,6,cavp-info0.246998406302104
/2020/6/cd-Her-190.608583373692726,1134,1152.4,1213,Ga?%G!/m1PzuNFtA,12:05.0,6,cd-Her-190.608583373692726
/2020/6/celAimane0.00177507380645592,275.8,278.8,298.4,Jex`2KBPsj*XwM_,16:27.0,6,celAimane0.00177507380645592
/2020/6/cenwdents0.773032704173831,430.6,438.6,467,Phlkm9fkpdb+WHbM,34:26.0,6,cenwdents0.773032704173831
/2020/6/cfdf-20200.0814125142513551,197,204,217.8,"ToiR/Foe3X,Gw~yT",19:15.0,6,cfdf-20200.0814125142513551
/2020/6/cfdjn-row0.341570079049154,62.8,65.2,68.8,VoKN8%wz$.`8a{mw,40:14.0,6,cfdjn-row0.341570079049154
/2020/6/chaJiture0.66784929022742,1123.8,1179.6,1273.6,Mo#QXcari>l+Riu},00:02.0,6,chaJiture0.66784929022742
/2020/6/chaObluff0.835470226747335,11996,12444.6,13244,"JeHZW;{3sVr_A,US",58:22.0,6,chaObluff0.835470226747335
/2020/6/chag-news0.3601278361034,509.2,512.2,537.6,Che%O=ML3oF&%>ld,00:53.0,6,chag-news0.3601278361034
/2020/6/chakremix0.705067282146461,216.6,220,230.6,"88DIPPg-c,|u]GZx",50:06.0,6,chakremix0.705067282146461
/2020/6/chaeop-up0.308952886146471,570.2,575.8,620,Lo:}7^:YFSc4xYIs,00:58.0,6,chaeop-up0.308952886146471
/2020/6/chaLaunch0.231195291278785,329.4,335.6,358.2,LoyF~jcKsF0bk(t-,05:34.0,6,chaLaunch0.231195291278785
/2020/6/chajement0.00685114816977117,196,201.6,215,#B_-`aDe`}CVt'!A,52:08.0,6,chajement0.00685114816977117
/2020/6/chaKition0.225509143926329,300.4,301.8,320,WOQN0'ta5_3ibHR_,00:37.0,6,chaKition0.225509143926329
/2020/6/chaIdrone0.507804801895713,310.8,314.6,332.6,Phlkm9fkpdb+WHbM,15:11.0,6,chaIdrone0.507804801895713
/2020/6/cheotream0.742844463547744,230.6,235,249.4,"Ch5}""v^^^Xf$Gn-:",24:28.0,6,cheotream0.742844463547744
/2020/6/cheyn-app0.980858726580482,6552.4,6816.8,7649.8,"chD/tC4YOgA`""-Xg",00:04.0,6,cheyn-app0.980858726580482
/2020/6/cheg-info0.0763984284030149,739.2,754.2,865,Ca!QrJ[:<djfIJ*E,01:30.0,6,cheg-info0.0763984284030149
/2020/6/chiItests0.0116826835448699,788.8,812.2,850,Th?G_[n|QVBQ)`~@,30:43.0,6,chiItests0.0116826835448699
/2020/6/chiLction0.630665952461284,552.8,567.6,616,Do%/7O'*gTm#xJ<,50:10.0,6,chiLction0.630665952461284
/2020/6/chiU-info0.19291698284424,1168.6,1211.2,1354.4,"Ac8IJsKH,4xtY.Tk",13:04.0,6,chiU-info0.19291698284424
/2020/6/chiakbook0.690148636769543,2929.4,3022.4,3331.2,Mi{z=O0M8>:!r5Fw,33:41.0,6,chiakbook0.690148636769543
/2020/6/chrdornia0.859112803775223,2842.2,2900.2,3122,AryYV46O9(Znn]88,12:16.0,6,chrdornia0.859112803775223
/2020/6/chrShiuri0.238539351025685,1838.6,1871.2,2033.2,DiL%1<G?YSFM_/TR,50:52.0,6,chrShiuri0.238539351025685
/2020/6/chriction0.40088738633867,368,378.4,408.8,"Au~batJ,;f.6lL:q",43:40.0,6,chriction0.40088738633867
/2020/6/chrqs-old0.739084156732584,395.2,396.8,418,ChR3nN`$N+;'z`;:,21:11.0,6,chrqs-old0.739084156732584
/2020/6/chrdorary0.366815020084997,377.8,385.4,413.4,"PrK4o:,^(M""#Y|yJ",36:22.0,6,chrdorary0.366815020084997
/2020/6/chrbvirus0.417098068542012,366.6,382.2,405.8,ChJe&\IuGm^_|DJP,43:49.0,6,chrbvirus0.417098068542012
/2020/6/chrCtream0.184853571877668,511.6,534,578,ChxD+Kvn}y[$3:0E,24:16.0,6,chrCtream0.184853571877668
/2020/6/chuE-info0.835664957196634,124.6,126.4,134.6,CoLgOf&u\pXj/utW,28:31.0,6,chuE-info0.835664957196634
/2020/6/chuK-info0.0350752839547164,861.6,883.6,933.8,CoLgOf&u\pXj/utW,55:09.0,6,chuK-info0.0350752839547164
/2020/6/cir_iling0.129575507618219,394.8,398.8,413.6,Ci6C`/uH.16o~n{0,31:58.0,6,cir_iling0.129575507618219
/2020/6/citGvideo0.377046384737777,606.4,618.6,657.2,"muy(D#""d02`vwt_^",36:40.0,6,citGvideo0.377046384737777
/2020/6/civZkbook0.0896985186996565,590.8,590.8,637,Ci_C5{RRc_c{oKg/,15:43.0,6,civZkbook0.0896985186996565
/2020/6/claY-info0.830490425473266,105.6,106.2,115,"Ga%t1v""9?mA7m(g*",00:09.0,6,claY-info0.830490425473266
/2020/6/cloI-info0.132482365814299,377.2,384.6,420.8,ClPOPegC:.v#fMQ.,57:42.0,6,cloI-info0.132482365814299
/2020/6/cloBkbook0.19299621578218,297,303,327.2,CLsuNAO(!/-ZWsM,35:28.0,6,cloBkbook0.19299621578218
/2020/6/cloolease0.125743554815335,3224.8,3311.6,3596.8,Me)=j(k#pe;yd0FE,05:51.0,6,cloolease0.125743554815335
/2020/6/cloj-info0.318175857978936,945.8,970.8,1085.2,Me)=j(k#pe;yd0FE,40:43.0,6,cloj-info0.318175857978936
/2020/6/clodacket0.272885513056303,499.2,509.2,540.8,Ch&5yYF;ekC;2=q,55:52.0,6,clodacket0.272885513056303
/2020/6/coaLvirus0.436454147727983,478.4,497.4,525.2,CoT;d~47KEqB^fhD,11:44.0,6,coaLvirus0.436454147727983
/2020/6/codxlayer0.437930964000026,551.8,554.2,588.2,Lo:}7^:YFSc4xYIs,56:06.0,6,codxlayer0.437930964000026
/2020/6/coe\lease0.433301296449706,719.2,741,843,"Ac8IJsKH,4xtY.Tk",31:35.0,6,coe\lease0.433301296449706
/2020/6/colWfieri0.174112314928675,3694,3763.4,3939.6,Gu2LJi=F`!d\bk[\,44:01.0,6,colWfieri0.174112314928675
/2020/6/comkement0.609747982877765,289,294,312.4,Cob*T9SE6c-+tca[,37:12.0,6,comkement0.609747982877765
/2020/6/comtlease0.594014705517503,480.8,484.8,530.2,Sp&_U}XU`i;/7oZC,34:55.0,6,comtlease0.594014705517503
/2020/6/comEction0.996751008397698,1439.6,1456.8,1596.4,Coi%hNfxcpJXpz^s,02:35.0,6,comEction0.996751008397698
/2020/6/comnlease0.427045910730315,1075,1086.2,1152.8,"Ac8IJsKH,4xtY.Tk",51:22.0,6,comnlease0.427045910730315
/2020/6/combkbook0.916544905090951,210.4,210.8,236.2,Lo:}7^:YFSc4xYIs,15:20.0,6,combkbook0.916544905090951
/2020/6/conzmoved0.917031830500221,1254.6,1274.4,1329,St2[Qga%X|;Ee~?M,00:15.0,6,conzmoved0.917031830500221
/2020/6/conVitter0.464612414062875,1537,1555.4,1620.8,UFjBx3+PcOcU5$mE,07:01.0,6,conVitter0.464612414062875
/2020/6/conJ-info0.526519472531439,495.6,504.2,542.2,CoGXb3uT&^.NE9Qn,58:15.0,6,conJ-info0.526519472531439
/2020/6/con^-info0.5958764394244,295.6,300.4,328,CoGXb3uT&^.NE9Qn,30:06.0,6,con^-info0.5958764394244
/2020/6/con\lease0.114611550404345,600.2,606.6,652.8,CoGXb3uT&^.NE9Qn,28:36.0,6,con\lease0.114611550404345
/2020/6/conB-info0.277917713303163,685,696.6,743.8,CoGXb3uT&^.NE9Qn,24:23.0,6,conB-info0.277917713303163
/2020/6/conllease0.817609592178798,171.4,172.4,185.6,CoGXb3uT&^.NE9Qn,19:01.0,6,conllease0.817609592178798
/2020/6/conSakers0.554552235370608,400.4,405.4,437,CoGXb3uT&^.NE9Qn,42:37.0,6,conSakers0.554552235370608
/2020/6/conu0538c0.644368667358643,1608.8,1637.4,1821,CoGXb3uT&^.NE9Qn,57:03.0,6,conu0538c0.644368667358643
/2020/6/contlease0.802780305316213,259.2,261.8,285.8,CoGXb3uT&^.NE9Qn,01:16.0,6,contlease0.802780305316213
/2020/6/conKlines0.362406166500459,415.8,435.4,466.2,"co,7@{C|)5HE<k6J",08:32.0,6,conKlines0.362406166500459
/2020/6/copylease0.677749799099837,898.2,911,996,NiPea$n|Eu@<@>'L,05:42.0,6,copylease0.677749799099837
/2020/6/cop]lease0.375400324478243,1098,1110,1200.4,"To}q""C(<Veu9^\Mt",41:29.0,6,cop]lease0.375400324478243
/2020/6/cop\-news0.219663245386315,165,166.8,179.8,"CoYt6Ma>#wy;a/""2",45:52.0,6,cop\-news0.219663245386315
/2020/6/copU-news0.728245590945194,297,303,312.4,TVhJ7pV?0zFWKy_P,44:55.0,6,copU-news0.728245590945194
/2020/6/cord-info0.545848647855838,904.2,919.8,962.4,DiVr(f\Hv!+I>wCl,15:19.0,6,cord-info0.545848647855838
/2020/6/corN-info0.31313277814826,493.6,501.2,518.8,JuFg$\Bwod<Y:j$,35:17.0,6,corN-info0.31313277814826
/2020/6/cosikbook0.0461411454415387,252.6,258.6,275.2,Lo:}7^:YFSc4xYIs,46:36.0,6,cosikbook0.0461411454415387
/2020/6/cotYke-up0.828260821865703,465,471.6,496.2,Ki9{dVVKG#&@/4%G,59:49.0,6,cotYke-up0.828260821865703
/2020/6/cpfSimage0.846489710805976,2230.2,2290,2472.4,NiPea$n|Eu@<@>'L,50:56.0,6,cpfSimage0.846489710805976
/2020/6/craRation0.450994362330494,1310.4,1334.6,1473.8,adgk-a@1D!Aw8\Z`,00:11.0,6,craRation0.450994362330494
/2020/6/crayrview0.14862345145446,564.8,575.6,607.8,adgk-a@1D!Aw8\Z`,02:20.0,6,crayrview0.14862345145446
/2020/6/craerumor0.804799693700568,319.2,324.2,346.6,Ac7_=1_CT3l2<xHx,04:04.0,6,craerumor0.804799693700568
/2020/6/crap-info0.0940441805745249,339.2,348.8,366.6,Ac7_=1_CT3l2<xHx,33:31.0,6,crap-info0.0940441805745249
/2020/6/craWailer0.808009310175116,666.8,677.8,715.6,Cr67K&=YgA|hgvo=,36:17.0,6,craWailer0.808009310175116
/2020/6/creulatta0.358721216857412,156,158,167.4,MaEwexMdZ<dGbNur,29:12.0,6,creulatta0.358721216857412
/2020/6/cre_lease0.365883009151977,274.4,276.8,300.4,#B_-`aDe`}CVt'!A,20:05.0,6,cre_lease0.365883009151977
/2020/6/crevector0.512438731575428,349.2,354,370.2,CrM0Qm>){vQd2R?(,23:11.0,6,crevector0.512438731575428
/2020/6/cris-news0.861171774503041,2556.4,2610.6,2743,Cr5y$\ys@NO_PQP7,19:41.0,6,cris-news0.861171774503041
/2020/6/cri`atter0.942222088790864,192,198,211.2,#B_-`aDe`}CVt'!A,20:38.0,6,cri`atter0.942222088790864
/2020/6/croCnding0.816648495396778,2863.4,2905.4,3222.8,"Relp\+KJ?D,cWw0P",41:01.0,6,croCnding0.816648495396778
/2020/6/crwxvideo0.847170597705504,98.2,100.2,107.2,CRy{2RY\j$8@<};,51:18.0,6,crwxvideo0.847170597705504
/2020/6/culhlease0.696857200608825,125.4,130.2,137.8,Cu<-=lhaST!kocFk,53:47.0,6,culhlease0.696857200608825
/2020/6/curUtream0.401386510742393,163.8,167.2,178.2,Cu`bnKaR.rRY}F\H,42:08.0,6,curUtream0.401386510742393
/2020/6/cybaeries0.370835200522592,947.4,967.8,1026.8,AnPoI\$xgW.:kgQ{,19:25.0,6,cybaeries0.370835200522592
/2020/6/cybj-date0.52984146941962,1277.6,1313.4,1370.4,Ga?%G!/m1PzuNFtA,31:47.0,6,cybj-date0.52984146941962
/2020/6/cybTtream0.587947604811367,1191.8,1214.4,1268.8,Cy886rzx)M7^$'t),11:07.0,6,cybTtream0.587947604811367
/2020/6/d-stfloyd0.725589102098635,283.4,290.8,310.6,#B_-`aDe`}CVt'!A,43:08.0,6,d-stfloyd0.725589102098635
/2020/6/dabSvideo0.796340933672692,1254.6,1274.4,1444.6,"muy(D#""d02`vwt_^",56:31.0,6,dabSvideo0.796340933672692
/2020/6/dabU-info0.547111687106902,388.8,393.8,416,"Biyr8oXcR7,\mR`K",40:16.0,6,dabU-info0.547111687106902
/2020/6/dab^tream0.384399007628062,1978.8,2017.4,2157.4,#B_-`aDe`}CVt'!A,22:45.0,6,dab^tream0.384399007628062
/2020/6/daiD-info0.795542585335777,306.6,308.8,327.4,Phlkm9fkpdb+WHbM,24:06.0,6,daiD-info0.795542585335777
/2020/6/daibpaign0.720145025915677,299.2,305.4,321.8,"Da""ND@My`uY|bA`/",16:16.0,6,daibpaign0.720145025915677
/2020/6/daiOkbook0.574299060780215,368.2,370.8,400.2,Lo:}7^:YFSc4xYIs,01:00.0,6,daiOkbook0.574299060780215
/2020/6/damttream0.495547113832976,130.2,134.8,147.2,"Daa^hO^{,!58^!XM",33:47.0,6,damttream0.495547113832976
/2020/6/dan[ormal0.213124136133976,117.6,120.8,125.2,TrA5e#'T'I25D'Z<,55:35.0,6,dan[ormal0.213124136133976
/2020/6/danRunity0.791806128744865,254.8,259,273.6,AnliTpWTl:igank=,00:24.0,6,danRunity0.791806128744865
/2020/6/dankement0.358808330122679,570.4,580.6,616.6,UFjBx3+PcOcU5$mE,37:35.0,6,dankement0.358808330122679
/2020/6/dand-look0.905256486946304,408.8,414.8,448.2,"Au~batJ,;f.6lL:q",50:17.0,6,dand-look0.905256486946304
/2020/6/danhwatch0.552715606429333,2048.4,2077.8,2225.8,"Jo?$J}r_""0#/!m:",29:10.0,6,danhwatch0.552715606429333
/2020/6/danv-info0.821487004124301,79.2,80.6,85.8,Dah3o{WMrm`YGV8:,49:08.0,6,danv-info0.821487004124301
/2020/6/danEailer0.289142067539667,448.8,456.4,480,"MouDd/fn,XEARhBp",30:31.0,6,danEailer0.289142067539667
/2020/6/dantvideo0.110476702687297,367.4,373.4,393.6,VipZx1>S^s?}%X(},23:20.0,6,dantvideo0.110476702687297
/2020/6/darBtudio0.15547831248834,1125,1176.8,1303.8,AnPoI\$xgW.:kgQ{,22:23.0,6,darBtudio0.15547831248834
/2020/6/dav^tflix0.398215554981744,3087.2,3273,3540,"Koa;DCfb'g~Wj""+b",27:07.0,6,dav^tflix0.398215554981744
/2020/6/davBewing0.697795195897924,96.6,98.4,107,ArkTE20_$cgtae6t,23:39.0,6,davBewing0.697795195897924
/2020/6/davdutube0.447869603334631,345.6,355.4,375.2,Da/6O$l@:r(CokdX,57:55.0,6,davdutube0.447869603334631
/2020/6/davyhouse0.430525090630602,196.2,201.8,220.2,JWvIzQ-`ze('Z$Lc,42:38.0,6,davyhouse0.430525090630602
/2020/6/davCvideo0.953338511844184,160.6,162.8,171.6,So)zm5Pl^_G5t?q,50:38.0,6,davCvideo0.953338511844184
/2020/6/dc-fatman0.385416453185005,1945,1987.8,2310.6,DC)DYqe!L)1<vPy&,06:24.0,6,dc-fatman0.385416453185005
/2020/6/deaA-info0.880533642944928,415.2,420.6,450.4,Exa~e4sZi*|fpD<^,12:02.0,6,deaA-info0.880533642944928
/2020/6/dearobama0.441931677280454,235.8,250.4,268.4,Ba23H83[c65+:KTK,28:12.0,6,dearobama0.441931677280454
/2020/6/decHtions0.371121716663017,374.2,378.2,401.8,"UgZ+nv$E$>'}$,CP",33:55.0,6,decHtions0.371121716663017
/2020/6/desRlease0.715558595463416,378.8,380.2,412.4,De?xfRl<3'8ONu6!,45:58.0,6,desRlease0.715558595463416
/2020/6/devBlease0.0309090779524354,1224.6,1255.4,1367,Bl|&<&;6oB_YDdUC,37:38.0,6,devBlease0.0309090779524354
/2020/6/devds-blm0.838567037045937,139.6,143,154.2,Al4pX!sw48WbPoR?,23:19.0,6,devds-blm0.838567037045937
/2020/6/diaK-info0.103362582595566,482.4,488,524.2,Di7n8+nr6Sk6ZNeG,42:16.0,6,diaK-info0.103362582595566
/2020/6/dic]lease0.17079266689842,817.6,826,901.2,Di2&2w%Z2_S.BSoW,59:23.0,6,dic]lease0.17079266689842
/2020/6/dict-info0.0747740013297655,712.8,725.8,785.4,Di2&2w%Z2_S.BSoW,11:51.0,6,dict-info0.0747740013297655
/2020/6/dinwonder0.782823701096492,260.4,280.2,301.2,"9t`c%\6""521e*BZc",39:05.0,6,dinwonder0.782823701096492
/2020/6/dioN-info0.116121477647474,19452.2,19924.4,21657.8,"Jo?$J}r_""0#/!m:",40:46.0,6,dioN-info0.116121477647474
/2020/6/dioXlease0.214254870965795,635.8,643.6,678.2,DiL%1<G?YSFM_/TR,33:01.0,6,dioXlease0.214254870965795
/2020/6/dio`lease0.848942127767503,1486,1511,1626.6,DiL%1<G?YSFM_/TR,46:12.0,6,dio`lease0.848942127767503
/2020/6/dioS-info0.511785075153165,1091,1107.4,1195.6,DiL%1<G?YSFM_/TR,42:03.0,6,dioS-info0.511785075153165
/2020/6/dioplease0.642532448000795,1223.8,1232.2,1284,"Ac8IJsKH,4xtY.Tk",42:13.0,6,dioplease0.642532448000795
/2020/6/dioJ-info0.558550734991461,2451.4,2487.4,2743.2,DiL%1<G?YSFM_/TR,47:53.0,6,dioJ-info0.558550734991461
/2020/6/dioa-info0.750756927974235,1127.4,1143.8,1237.4,DiL%1<G?YSFM_/TR,33:37.0,6,dioa-info0.750756927974235
/2020/6/diozlease0.175962337161367,193.2,196.2,206.8,DiL%1<G?YSFM_/TR,52:54.0,6,diozlease0.175962337161367
/2020/6/dio[lease0.425383710670487,657,662.6,718.6,"Ac8IJsKH,4xtY.Tk",03:51.0,6,dio[lease0.425383710670487
/2020/6/dioVlease0.993984681251008,861,879.8,939.4,DiL%1<G?YSFM_/TR,35:40.0,6,dioVlease0.993984681251008
/2020/6/dioHation0.647458671848736,1696.2,1725.2,1861,DiL%1<G?YSFM_/TR,29:11.0,6,dioHation0.647458671848736
/2020/6/dioSlease0.265852378351526,2158.4,2206.2,2345.2,DiL%1<G?YSFM_/TR,05:50.0,6,dioSlease0.265852378351526
/2020/6/dis`video0.445534148015407,762.2,776.2,812.4,Div|bd.QBSMyuPc>,10:03.0,6,dis`video0.445534148015407
/2020/6/disP-info0.162805875562486,626.2,639.4,716.2,ad(;%f6iD'}9EHD[,43:20.0,6,disP-info0.162805875562486
/2020/6/disBranda0.224024817630367,149,152.2,162.2,DiCo4(99zZ<nkafj,57:47.0,6,disBranda0.224024817630367
/2020/6/dis[-info0.640131940343724,3088.8,3155.2,3278.8,DiCo4(99zZ<nkafj,21:01.0,6,dis[-info0.640131940343724
/2020/6/dis[naacp0.548038680930207,74.2,77,82,DiCo4(99zZ<nkafj,04:46.0,6,dis[naacp0.548038680930207
/2020/6/disoelled0.129808405631021,298,301.6,308.6,DiCo4(99zZ<nkafj,06:29.0,6,disoelled0.129808405631021
/2020/6/disis-new0.522145691726253,906.4,914.2,957.6,DiCo4(99zZ<nkafj,23:44.0,6,disis-new0.522145691726253
/2020/6/disnailer0.946830315430534,240.6,256.4,275,DiCo4(99zZ<nkafj,35:36.0,6,disnailer0.946830315430534
/2020/6/disdvirus0.205869049067334,359.6,369.4,400.4,"Di6_oEV,x6:<@6Wl",35:40.0,6,disdvirus0.205869049067334
/2020/6/divC-info0.190830882625355,432.6,440.2,476.6,DInPEM:e<DO0]IEF,20:14.0,6,divC-info0.190830882625355
/2020/6/dixB-news0.839120176567478,307.8,311,320.8,#B_-`aDe`}CVt'!A,04:49.0,6,dixB-news0.839120176567478
/2020/6/dodSition0.9735786921804,1344.6,1354.4,1427.2,"Dou}=EZ7Rf[:,U7N",32:18.0,6,dodSition0.9735786921804
/2020/6/dojAicial0.199795735493486,1640.6,1685.6,1806.6,GuM[R30/MS!x[u):,36:30.0,6,dojAicial0.199795735493486
/2020/6/domXkbook0.462267479005079,229.8,232.6,255.6,Lo:}7^:YFSc4xYIs,29:38.0,6,domXkbook0.462267479005079
/2020/6/domBvideo0.55013276149783,373.6,388.6,416.4,"muy(D#""d02`vwt_^",22:49.0,6,domBvideo0.55013276149783
/2020/6/donK-jd700.0921227933623856,355.4,360.4,385.8,Doh9J$@Il=q`+iKU,37:21.0,6,donK-jd700.0921227933623856
/2020/6/doo`eplay0.308351041852833,463.4,467.4,497.8,DO/?8&6FDwdoTbzA,55:57.0,6,doo`eplay0.308351041852833
/2020/6/doroollab0.347190867978362,1743.4,1786,2011.8,UniG'<0K{/{IS[Q8,57:41.0,6,doroollab0.347190867978362
/2020/6/dr-\ation0.660006805764936,1573.2,1608.8,1758,Dr2iButy-<Y#0d,00:30.0,6,dr-\ation0.660006805764936
/2020/6/dra`-info0.103506235291024,3030.4,3163.2,3508.2,BAR;zv`u}-Qv\!!6,31:42.0,6,dra`-info0.103506235291024
/2020/6/dravation0.40385684871627,1116.4,1143.6,1207.6,Dr|vm[-5p~56Y\mk,20:41.0,6,dravation0.40385684871627
/2020/6/draOvideo0.996910322513018,135.2,140,148.2,"muy(D#""d02`vwt_^",53:43.0,6,draOvideo0.996910322513018
/2020/6/draBtream0.257024011356144,453.6,466,508.4,Dr$|Yn9tTx]c!~sm,02:41.0,6,draBtream0.257024011356144
/2020/6/duaqpolis0.384020060005578,197.8,200.8,213.8,Duwntga}H0Z7%>lU,30:28.0,6,duaqpolis0.384020060005578
/2020/6/duamurney0.137373388739302,216.4,229.6,252,"muy(D#""d02`vwt_^",20:46.0,6,duamurney0.137373388739302
/2020/6/duc[-info0.130700122906149,356.4,364.8,387.6,Mo~HGuCqZC<n7di,43:09.0,6,duc[-info0.130700122906149
/2020/6/duc\-info0.730510691455241,134.8,136.8,145.2,DuasbYikO#'{e+a:,02:32.0,6,duc\-info0.730510691455241
/2020/6/duwAtream0.41308211928278,106.8,112.4,124,MiG\Yas2}o!&Mq1h,01:38.0,6,duwAtream0.41308211928278
