8303,8,1246
4118,10,436
267,4,825
6851,9,349
2793,10,597
4016,10,351
4178,2,314
4341,3,110
4372,2,409
4549,3,832
5344,5,401
582,3,699
6050,7,100
6389,1,121
7880,10,333
2547,8,559
5784,7,713
309,12,838
1073,1,1267
6619,6,252
2074,12,1016
3770,2,211
3806,2,968
4643,12,26
4889,1,285
5700,8,1690
6883,9,-150
4613,5,1558
2494,3,517
5685,3,500
6781,5,1
6842,8,440
7397,1,500
8227,6,934
3763,8,249
144,7,417
190,10,728
6632,12,425
7255,9,344
4232,12,797
5817,6,434
537,2,849
6221,3,676
7236,12,1334
7498,8,41
2364,1,793
3253,4,1184
5476,6,556
5657,2,853
856,11,857
1114,3,758
6354,8,1200
2050,3,115
8021,7,583
2792,5,934
3723,3,302
4804,6,812
815,10,44
7115,7,242
233,8,794
4348,10,383
4699,11,2607
5254,10,967
7014,12,804
4551,8,714
5175,5,960
5198,6,10
1,5,918
3896,11,1245
4802,7,1035
54,3,1039
7676,1,711
2954,10,15
3239,5,332
5357,3,544
6470,8,1080
7107,9,1150
1919,8,958
7747,5,729
3471,9,611
4964,1,-245
336,2,674
6044,4,48
6646,12,975
6824,8,761
3291,9,799
3326,5,167
3611,1,1160
4466,8,1023
556,9,21
650,1,71
7523,4,802
2790,12,707
3168,3,366
4630,11,1182
4961,10,438
273,12,637
6416,2,1198
1601,10,917
2107,1,123
8028,10,1025
8301,11,245
4429,2,163
5430,12,734
5701,12,905
1007,12,1201
6865,5,455
1686,2,328
1800,11,1251
2294,6,212
2611,3,816
4710,1,727
5187,4,31
777,11,237
1346,7,856
7714,2,792
2389,4,865
6642,7,250
7075,7,1004
2751,10,273
4333,12,1022
1291,10,364
7274,4,732
7468,6,446
1993,11,269
2309,11,635
3986,2,1218
4024,12,926
4548,1,523
5603,9,586
1136,2,331
6477,3,724
1609,12,568
1759,10,440
1841,10,1250
8338,11,62
858,8,1471
6068,10,651
6125,2,1101
1582,8,123
6701,11,676
1773,5,761
2022,7,860
8004,3,304
4319,4,552
7071,9,766
1713,10,539
1805,5,401
7477,5,199
7636,11,1315
2276,10,1159
8060,8,1179
8072,6,861
3233,5,1079
3501,6,130
5898,5,235
1273,12,594
1363,6,192
1442,10,397
6461,8,167
3705,8,398
4284,9,140
4314,7,155
5519,3,244
6974,4,160
2061,6,746
4759,4,878
334,11,583
1150,5,324
6176,8,659
7232,1,296
7336,9,122
3248,10,900
3627,9,426
3799,8,875
4980,2,608
5231,5,7
7945,8,28
4351,4,1022
4948,5,914
6266,1,977
1297,1,547
1413,6,305
1784,4,514
2282,4,872
643,7,135
1027,11,76
6389,4,746
1851,11,189
7753,2,207
5734,7,469
6256,6,799
2129,6,1132
3726,12,219
498,8,789
588,4,-82
6204,3,711
2175,9,701
3489,3,937
4798,12,856
389,3,952
7255,6,301
2408,1,679
8308,5,626
4280,4,1114
4486,1,389
4963,1,353
1270,8,513
7939,12,417
2868,11,118
2950,1,1192
3697,6,114
3760,7,632
4260,8,1044
7666,6,600
8221,7,507
4627,11,400
3134,2,700
4699,8,12
815,7,882
1528,7,425
1753,6,294
2318,7,1251
7986,5,709
5550,7,139
5721,11,986
7498,5,359
2189,8,81
8295,1,627
4909,9,955
559,6,263
6291,9,89
6715,11,998
2223,4,453
3150,10,11
3333,6,752
4187,10,1153
6030,9,444
7691,11,516
5196,11,974
5202,1,847
1171,7,240
3178,12,902
4047,12,694
4190,7,751
1574,12,149
6679,12,1121
7703,8,700
4248,3,1490
70,8,500
539,9,882
6155,9,564
6438,5,469
7782,10,433
8065,9,257
4276,12,261
4967,11,794
899,2,79
7144,1,703
7228,12,249
2152,7,250
7882,6,1084
2736,12,982
8016,12,508
5429,6,639
1407,4,147
1499,9,869
6613,3,1122
1708,4,121
7523,7,993
2510,1,448
5305,7,159
5662,2,1225
2677,12,129
7953,12,182
8312,9,912
4227,5,212
4942,10,1232
5234,7,496
1788,12,669
2625,4,925
4261,7,471
4890,7,899
924,11,500
5921,10,330
2716,9,29
1431,1,50
1463,9,397
2335,7,780
3378,12,853
2068,4,773
3570,9,155
5127,3,533
5827,5,134
6981,4,1201
7651,10,939
2746,2,1016
7959,8,96
3329,7,746
4932,9,170
2258,4,413
2727,9,187
4979,9,861
5056,11,108
5137,4,837
5748,12,215
99,3,83
1580,2,811
1716,2,1152
2947,4,221
1098,8,244
2792,8,453
5947,6,1071
1304,10,755
6485,7,109
1764,2,545
2190,12,753
8105,1,831
8137,1,999
5385,7,1171
6450,3,387
6861,7,355
4959,2,121
1102,5,582
1126,4,553
7975,2,846
3459,5,1041
1597,4,1104
7553,2,156
2958,2,463
3300,5,744
449,1,192
6390,1,435
7007,8,67
4130,6,762
5258,10,349
508,6,167
769,3,882
7096,5,1108
7448,4,344
2970,2,64
3425,6,837
4459,8,1027
1639,9,96
7194,5,359
7647,6,1104
2429,2,669
3628,2,1089
5106,2,285
547,12,715
1044,1,370
2103,4,918
7902,6,369
2852,5,92
4408,8,116
4912,3,1010
5375,1,62
88,9,355
7306,11,192
7613,5,556
7756,5,370
6815,6,188
1613,5,212
3540,12,321
4951,12,517
957,1,40
1743,8,30
1937,1,59
2265,7,513
3542,1,878
5036,8,79
5559,6,325
6821,2,539
1926,8,1093
2300,10,181
2686,8,137
2935,12,716
3442,5,89
633,3,221
893,6,856
7706,11,97
3916,5,462
5396,4,790
1187,8,83
6098,8,340
6371,2,667
7289,2,603
8361,3,9
3505,4,317
4149,7,253
6672,6,1060
6753,1,705
7366,4,677
8323,10,164
3711,7,426
4685,12,31
5161,7,856
670,4,825
931,3,362
2025,1,54
7779,1,585
1618,9,398
7171,10,1011
2102,9,260
3446,1,297
1697,8,830
4829,1,37
2913,2,189
3696,8,1025
3961,2,1253
5034,7,991
5463,8,260
5841,9,174
748,6,275
6115,8,496
6795,5,-12
2286,1,363
3387,10,64
4365,3,797
4573,3,471
5107,4,1060
618,5,785
7654,9,265
7798,1,614
7917,7,156
3081,11,707
3713,8,980
3925,12,746
4504,6,902
5589,3,485
83,6,163
343,12,486
2283,6,845
3241,12,20
3465,8,439
5048,12,957
214,8,354
7093,11,17
2475,1,1157
8095,8,44
4040,8,254
4111,1,957
4604,10,898
5293,11,1081
5793,5,51
7053,4,766
1957,6,1199
7347,6,485
7747,2,279
7963,11,286
81,10,1780
6505,9,1269
1764,5,359
5754,7,508
462,4,740
2801,10,98
3296,9,502
79,2,577
7108,5,443
7128,10,2209
7968,8,373
4088,9,278
5863,12,413
574,12,704
6754,1,473
2891,9,822
3008,6,177
3681,4,796
5533,10,45
7147,3,633
7256,11,970
8150,1,260
4050,9,159
4291,11,1022
364,3,956
5971,5,261
6146,9,606
1349,11,504
1818,9,128
1903,9,979
7281,11,239
3787,10,159
125,8,584
5908,5,668
6094,8,108
1338,8,813
3390,11,787
4115,4,753
4835,6,1092
6781,2,684
6832,4,733
6981,7,987
7112,8,339
7163,1,771
2578,5,537
3484,1,66
4130,9,703
4296,1,80
4953,3,77
5229,5,1005
5317,6,789
366,11,194
6249,6,203
5244,12,1309
1085,2,414
6198,11,695
1470,3,793
7051,12,490
3003,11,697
4394,5,896
5473,3,569
195,3,1017
6730,7,332
4859,10,320
11,10,596
548,10,1040
1531,11,4
1851,5,338
2100,1,1068
2547,5,670
4074,2,238
4917,2,435
1418,8,272
7295,7,80
7891,2,297
2793,7,689
497,7,917
587,3,19
2697,1,53
2810,7,803
3692,9,796
4206,9,500
987,8,158
6096,9,95
1978,7,336
2401,11,804
2703,8,434
3398,12,21
4267,6,965
5184,2,1182
1005,11,410
6376,3,317
6574,3,847
2219,8,170
2661,1,334
2695,7,196
8320,4,1054
3613,10,767
5082,10,349
5236,12,763
2057,9,93
2098,2,1017
2584,5,52
2849,2,667
8339,7,191
4943,2,159
5344,8,207
1148,2,136
1672,7,899
1762,11,240
1933,9,123
7498,11,1046
3139,5,295
3201,9,1074
566,2,168
6008,3,145
2135,5,1267
7946,12,696
3770,5,530
3923,5,1133
4664,1,334
4146,5,572
121,10,201
785,10,1154
970,2,478
6469,2,107
4856,4,1097
5053,10,83
5444,2,715
7734,9,597
2378,11,651
3313,6,848
3483,5,286
3779,8,1168
4388,2,674
4951,9,15
5606,2,357
228,9,100
1176,9,820
4098,11,728
5260,7,982
5817,9,611
206,10,1240
6739,5,213
1763,10,1027
3057,11,831
3936,2,162
5893,5,175
5930,2,1209
8000,2,289
3143,3,1304
5351,9,769
5559,9,414
32,11,544
5986,8,522
6257,11,164
7193,3,584
4655,1,1023
7695,6,689
8152,12,970
8324,6,20
4297,1,410
4643,9,53
4941,8,823
5013,10,227
7338,2,952
2198,7,703
2284,5,1265
2637,11,317
5735,9,568
6055,4,847
7605,11,1032
3973,11,1818
4814,11,796
5602,3,474
5685,6,473
1966,1,926
2595,3,755
3291,12,503
3416,9,1177
4485,9,819
5820,12,885
2359,3,546
7837,11,81
3119,2,945
3535,7,110
4873,1,774
1132,5,980
6012,3,300
8289,3,883
3856,4,650
5430,9,247
556,12,1417
849,9,219
2224,12,776
2812,5,1080
3099,11,303
901,3,184
1121,8,562
6099,8,993
6669,5,-71
8335,8,606
4507,3,955
4778,3,949
4846,3,502
6072,12,29
1963,1,268
7176,4,1996
7626,12,285
4993,2,30
6000,6,196
6587,11,651
2342,3,871
4039,7,362
4493,3,393
5417,9,234
1042,9,770
1158,3,174
7781,3,946
3268,12,910
40,11,595
147,5,296
756,7,693
2431,3,412
3648,2,306
3803,12,999
4180,8,1355
4299,2,1214
5397,3,1073
5500,4,125
5870,4,906
2282,1,1053
8144,11,1028
3019,5,514
4722,8,163
5814,7,754
171,3,671
920,2,281
1838,11,882
2278,5,783
2363,8,1234
3464,1,805
3830,6,866
5069,8,645
4812,12,813
5151,3,755
5694,11,549
2618,10,650
2912,1,637
3290,5,76
1539,8,34
6744,10,885
1989,10,1087
7761,12,108
3635,8,1193
1703,1,749
2221,2,317
3453,7,1080
293,9,1025
959,6,181
6138,3,164
1787,6,331
7485,11,724
8223,3,1132
3196,12,1533
4213,3,612
5014,4,1067
5346,12,865
5544,12,303
5786,4,781
745,5,250
3569,1,1444
4221,6,82
5692,12,79
5724,9,932
6528,11,97
6861,1,1252
1938,3,25
7140,5,10
7515,8,788
2113,10,863
3035,2,101
4900,1,703
6802,1,881
2061,12,359
6599,10,48
6880,6,9
7614,3,1266
6776,6,138
5455,3,996
6909,6,1077
7205,12,652
3970,4,928
201,2,542
6336,9,303
6534,9,211
7263,2,79
5035,10,1131
1743,2,1242
2384,4,652
2573,5,984
7987,9,109
4006,5,735
4442,9,557
5124,1,540
5704,7,751
754,2,410
1573,9,701
7192,12,319
3911,2,998
4389,3,443
4920,5,675
5856,9,1002
70,5,837
7985,4,1073
3455,2,838
3567,6,1082
5206,12,926
5661,1,201
126,1,1066
219,5,64
1770,7,614
1872,10,364
4310,1,940
4338,3,118
4974,4,54
5598,4,274
835,10,709
1438,10,930
1466,11,895
1538,2,865
6393,9,640
6897,10,190
2481,1,349
5170,7,33
5635,6,1168
6852,2,497
1843,6,13
2452,5,710
2925,5,1607
3662,8,1788
5213,11,589
5423,11,575
5605,3,1221
5649,8,757
6859,6,819
2072,9,1227
2585,8,526
5686,5,7
205,3,185
271,1,963
6183,8,874
1316,12,287
1683,10,38
1106,5,621
6320,1,803
5650,4,214
7038,2,772
8101,4,365
3357,9,21
1881,11,689
2368,8,1332
8129,3,1030
3467,5,152
4830,3,1793
5215,9,346
881,3,1008
6121,5,797
6485,10,681
6765,4,777
2041,4,1198
7812,4,322
4294,11,750
4639,4,1261
476,6,253
986,1,950
5975,1,716
7712,11,755
7935,9,50
7953,9,1195
8008,8,721
3225,1,330
453,12,776
1169,6,198
6509,2,939
7119,6,275
7454,7,546
2644,5,698
8340,4,265
4829,4,299
5099,1,845
5858,5,348
1170,1,922
1425,5,27
7412,1,318
2441,10,155
3555,6,17
3651,3,866
305,5,558
791,6,319
1812,1,800
1843,3,843
5000,4,41
5670,12,744
1518,3,1950
7827,12,1452
1092,4,115
6397,10,1290
1748,8,943
1817,8,177
3594,7,1151
508,9,1026
5972,4,329
7380,8,182
2058,6,162
2327,8,739
4328,11,115
4411,3,1809
637,10,44
746,1,292
7314,5,416
2591,3,118
2919,9,1032
3028,6,551
4435,10,350
4463,8,86
4496,3,524
4846,6,62
5375,4,783
1814,8,604
7739,8,1083
7865,2,810
2538,4,117
4481,5,476
5507,1,1002
7986,2,232
3757,9,-35
5049,6,900
6029,8,20
1436,2,727
2705,2,187
3247,2,770
3702,9,64
4623,4,1048
672,3,727
1250,9,1402
7068,3,1231
7111,7,752
7732,4,1272
8157,9,655
6448,9,1063
2457,3,478
2758,3,422
2990,11,220
4500,6,294
4991,5,1044
5378,4,353
5520,3,29
7002,12,321
7073,1,927
1900,2,746
2321,11,490
3171,3,440
4161,7,1143
1399,9,649
1413,9,332
6909,9,266
7920,2,1151
2850,10,287
5094,4,621
5851,4,911
564,11,607
7467,10,644
2106,9,716
4274,8,318
827,2,1153
7093,8,130
3145,12,1131
201,5,502
516,11,1141
883,8,546
1224,12,265
6863,11,258
1687,3,955
2186,2,425
2447,4,793
2831,2,256
6064,7,104
6260,6,1097
6522,9,139
7179,12,935
2615,5,159
8254,11,435
8353,8,478
2302,1,437
5156,11,137
6848,8,947
1868,6,584
7671,7,1048
3838,7,746
4903,10,780
5577,12,64
194,8,17
775,8,675
847,2,586
7662,4,307
8245,4,1177
3834,3,160
4338,6,17
4447,6,956
5666,1,410
6167,8,602
8250,11,30
3161,11,300
3404,4,318
5799,6,90
7341,4,1162
3265,3,673
101,3,233
570,5,812
6864,10,489
4522,11,1043
5716,4,851
335,6,594
612,10,55
5926,10,1126
6267,3,22
6905,3,102
1901,9,1171
2955,9,664
4359,6,1110
4895,7,967
804,10,820
6891,2,306
4205,4,726
4320,6,831
4628,9,264
729,2,934
2623,8,672
3536,9,823
849,12,495
1719,3,103
2442,9,626
776,1,410
6314,7,926
6893,9,718
861,1,982
6628,5,511
8042,4,160
3810,6,442
3814,3,1146
445,8,1835
455,12,719
5970,7,380
1401,7,391
6432,8,350
2931,11,1061
3005,2,408
3501,9,801
3836,2,1891
5133,3,292
483,3,493
738,3,524
6113,8,1124
6474,8,346
7075,10,488
7655,5,292
